5.3,88.524,15.195,33.55,145.048,436.971,3,0,0,0,228.691,25.675
5.3,45.765,15.018,15.356,151.379,427.738,3,0,0,0,203.305,20.377
5.3,14.52,15.891,21.64,142.907,427.584,3,0,0,0,207.419,10.081
5.3,48.702,8.1,39.382,134.871,428.741,3,0,0,0,219.042,18.332
5.3,61.006,9.771,22.796,144.47,437.259,3,0,0,0,223.712,25.902
5.3,7.756,14.936,22.034,153.168,419.117,3,0,0,0,195.941,11.202
5.3,4.068,14.004,12.218,36.718,422.012,3,0,0,0,185.116,9.263
5.3,8.601,13.481,10.87,167.35,425.367,3,0,0,0,183.514,1.424
5.3,69.95,9.731,30.012,151.466,436.35,3,0,0,0,228.263,25.137
5.3,83.167,9.932,35.744,154.599,433.327,3,0,0,0,233.925,25.192
5.3,8.973,16.079,10.778,148.735,422.179,3,0,0,0,200.005,18.098
5.3,45.944,16.662,21.474,167.53,440.191,3,0,0,0,231.303,28.147
5.3,43.999,16.607,18.153,155.74,438.206,3,0,0,0,214.519,23.71
5.3,27.902,9.328,13.555,168.353,428.07,3,0,0,0,194.119,7.105
5.3,44.946,14.731,9.433,151.41,432.703,3,0,0,0,200.856,20.875
5.3,47.735,12.995,16.684,149.408,436.372,3,0,0,0,213.231,24.757
5.3,78.561,18.319,32,165.438,445.374,3,0,0,0,239.246,26.703
5.3,61.12,16.297,39.256,127.385,437.823,3,0,0,0,229.111,24.721
5.3,0.593,15.623,10.648,123.104,435.929,3,0,0,0,204.433,45.776
5.3,20.35,69.509,25.024,168.467,439.271,3,0,0,0,216.027,47.201
5.3,8.576,9.961,16.627,144.919,423.74,3,0,0,0,187.218,3.655
5.3,15.806,68.722,34.385,156.537,436.141,3,0,0,0,219.364,47.74
5.3,25.91,43.683,4.669,174.048,437.79,3,0,0,0,222.792,45.592
5.3,28.181,100.563,28.48,119.014,445.896,3,0,0,0,224.492,48.395
5.3,13.747,83.363,38.459,121.555,441.708,3,0,0,0,221.499,47.844
5.3,26.506,99.236,27.585,136.358,445.876,3,0,0,0,221.041,48.169
5.3,1.546,9.231,13.224,148.766,422.666,3,0,0,0,185.048,0
5.3,13.524,7.627,26.71,157.291,422.497,3,0,0,0,202.869,4.43
5.3,23.296,90.271,33.011,132.305,441.129,3,0,0,0,224.911,48.119
5.3,9.874,74.895,38.909,146.035,441.213,3,0,0,0,230.767,47.683
5.3,1.482,15.565,10.615,176.001,430.985,3,0,0,0,193.395,38.409
5.3,8.286,16.042,5.522,174.388,429.986,3,0,0,0,190.902,35.904
5.3,4.043,15.175,14.642,158.351,431.653,3,0,0,0,198.44,37.528
5.3,6.369,17.297,7.96,126.285,433.577,3,0,0,0,188.63,33.477
5.3,20.288,21.37,3.736,178.7,420.11,3,0,0,0,197.399,20.383
5.3,59.324,79.185,2.738,165.933,425.436,3,0,0,0,228.008,24.765
5.3,81.739,112.82,3.188,177.707,429.391,3,0,0,0,234.31,24.796
5.3,18.921,60.194,14.656,130.949,414.876,3,0,0,0,178.358,11.693
5.3,2.428,13.229,11.605,177.187,410.454,3,0,0,0,194.379,0.078
5.3,18.192,14.814,0.203,177.189,417.768,3,0,0,0,204.91,13.408
5.3,89.63,114.233,4.358,176.533,427.676,3,0,0,0,234.241,22.326
5.3,49.707,57.003,1.279,167.456,426.998,3,0,0,0,231.722,24.308
5.3,17.409,65.092,15.738,150.677,419.76,3,0,0,0,187.849,19.023
5.3,4.566,16.417,9.089,155.105,418.432,3,0,0,0,196.09,0.447
5.3,43.13,32.192,2.311,174.181,425.523,3,0,0,0,208.995,20.523
5.3,6.829,30.574,8.801,133.924,413.327,3,0,0,0,189.26,0.858
5.3,9.722,51.655,17.878,131.175,411.932,3,0,0,0,189.654,0.584
5.3,8.77,15.489,10.867,168.99,411.751,3,0,0,0,180.805,9.72
5.3,39.669,99.493,15.391,175.853,427.614,3,0,0,0,198.037,19.062
5.3,1.783,14.103,10.7,159.992,415.33,3,0,0,0,195.181,1.509
5.3,9.139,29.288,9.524,165.344,419.371,3,0,0,0,180.293,7.321
5.3,8.195,31.894,8.603,173.869,416.829,3,0,0,0,192.171,11.695
