5.3,4.2783,7.5274,1.5711,119.6204,194.8814,5,1,0,0,130.928,21.870
7.4,7.5009,3.2748,3.1057,78.4508,195.6712,5,1,0,0,130.714,0.000
7.4,7.5008,3.6138,4.2565,80.8280,194.3402,5,1,0,0,130.565,0.000
5.3,4.4695,0.9326,2.1765,156.3354,190.4444,5,1,0,0,125.883,11.680
5.3,4.2768,7.6184,2.2041,121.2307,194.3275,5,1,0,0,131.009,21.870
7.4,7.5001,4.1446,1.8298,76.1500,196.2296,5,1,0,0,130.656,0.000
5.3,15.7959,72.0464,54.5946,149.1275,1019.3158,36,0,0,0,318.381,26.650
5.3,16.5027,9.8200,20.6349,106.7262,1013.0140,36,0,0,0,323.956,26.000
5.3,26.8631,88.6231,24.3820,138.1761,1009.4400,36,0,0,0,308.587,7.150
5.3,16.2779,9.5393,35.3636,72.1542,1042.6329,36,0,0,0,336.362,47.320
5.3,39.4046,87.7294,20.9322,127.9970,1007.2323,36,0,0,0,313.660,6.970
5.3,37.6841,79.2565,36.9752,115.1478,1016.0634,36,0,0,0,314.884,39.730
5.3,38.2000,10.4370,20.2218,66.1900,1009.0773,36,0,0,0,321.476,38.270
5.3,16.1090,11.0844,5.1352,70.2183,1000.1121,36,0,0,0,297.078,9.180
5.3,37.2018,76.1183,13.0168,123.4485,1012.9871,36,0,0,0,317.408,30.620
5.3,36.8011,67.7025,9.3591,138.6170,1007.6921,36,0,0,0,303.518,26.160
5.3,40.0455,48.1786,18.7802,109.3067,990.9600,36,0,0,0,300.159,0.000
5.3,32.9508,77.4749,29.7965,133.1659,1013.1736,36,0,0,0,309.069,34.410
5.3,20.1443,16.6261,11.5371,75.2018,1025.1900,36,0,0,0,309.852,18.120
5.3,15.6945,23.5713,31.1803,56.3200,1005.9200,36,0,0,0,308.969,26.040
5.3,19.0398,25.0630,13.1548,114.6921,1001.3423,36,0,0,0,307.281,16.090
5.3,30.8661,53.4900,16.4224,118.8432,1002.9930,36,0,0,0,309.207,7.890
5.3,14.9751,15.6989,19.5902,89.5021,1008.2792,36,0,0,0,314.470,12.960
5.3,54.2100,8.3914,42.9849,76.2500,1007.2571,36,0,0,0,318.075,41.050
5.3,34.1016,31.9583,35.4550,103.6256,1016.1700,36,0,0,0,316.762,39.330
5.3,7.9025,37.7085,36.8182,140.0000,617.9000,21,0,0,0,251.034,41.800
5.3,16.6876,31.2856,16.3516,112.2377,606.9763,21,0,0,0,232.161,4.760
5.3,22.6789,84.4621,27.1122,125.8075,628.3580,21,0,0,0,249.859,32.340
5.3,20.5098,8.0301,17.0900,54.0078,605.9100,21,0,0,0,230.297,18.260
5.3,53.9815,136.2265,33.4588,125.4880,615.5262,21,0,0,0,257.769,54.440
5.3,43.2159,10.3919,45.3778,107.3242,616.4088,21,0,0,0,254.304,46.360
5.3,12.1701,28.5990,20.8917,87.1627,600.6664,21,0,0,0,233.690,20.000
5.3,9.3312,33.6100,25.4676,130.5265,600.7399,21,0,0,0,242.988,10.570
5.3,17.2700,77.2733,28.9583,119.4659,614.0736,21,0,0,0,236.110,45.750
5.3,12.9284,27.9751,9.6184,127.7853,617.8870,21,0,0,0,257.978,39.380
5.3,44.1763,10.3261,46.3864,107.8386,605.7112,21,0,0,0,228.951,0.000
5.3,15.0653,40.1497,35.5616,114.3222,629.8530,21,0,0,0,257.926,54.350
5.3,22.2041,6.3431,23.3015,125.7639,497.2688,16,0,0,0,225.370,9.510
5.3,22.2200,7.9374,29.7484,123.9656,498.1088,16,0,0,0,224.963,9.510
5.3,43.8875,4.7976,45.3261,114.5623,501.9128,16,0,0,0,226.735,28.450
5.3,27.3139,10.0360,36.2152,122.0794,503.4600,16,0,0,0,226.960,32.060
5.3,11.2415,46.6121,22.0280,151.3892,494.5824,16,0,0,0,216.962,2.800
5.3,48.0499,0.1906,45.6056,91.8534,503.3329,16,0,0,0,223.076,22.360
5.3,30.3085,79.6920,20.4711,106.3848,487.9884,16,0,0,0,220.642,14.660
5.3,9.2500,33.5152,26.8570,80.9000,492.1547,16,0,0,0,218.891,14.060
5.3,26.8520,69.9604,21.0483,99.9493,488.9130,16,0,0,0,220.700,0.000
5.3,9.6711,0.2016,8.0148,172.6457,462.6694,16,0,0,0,199.562,19.990
5.3,8.0805,24.0703,4.3738,171.6869,443.6512,16,0,0,0,190.524,0.000
5.3,12.8900,16.4023,3.8351,157.7200,466.4440,16,0,0,0,202.677,22.050
5.3,10.5655,0.7875,8.8109,138.1476,463.3583,16,0,0,0,193.342,1.940
5.3,18.4600,49.9045,13.1698,139.8059,470.3215,16,0,0,0,199.565,39.930
5.3,23.3318,21.3444,4.2582,173.5453,474.3230,16,0,0,0,209.383,38.620
5.3,30.9621,68.1940,13.5529,78.9814,886.5900,30,0,0,0,291.350,35.290
5.3,41.6603,45.8866,22.6319,123.6266,864.0145,30,0,0,0,294.134,48.940
5.3,35.3704,32.5571,16.4734,76.4590,870.7383,30,0,0,0,291.664,38.570
5.3,31.5338,74.0100,15.2531,76.9510,864.6300,30,0,0,0,287.591,26.090
5.3,30.8731,5.1043,27.5502,76.8123,869.9479,30,0,0,0,288.462,34.300
5.3,6.0634,32.2017,16.4077,149.7140,852.9689,30,0,0,0,288.249,12.690
5.3,31.3753,73.8758,15.2600,76.6401,861.5574,30,0,0,0,288.349,30.310
5.3,31.2255,70.3772,12.4676,77.3561,859.6600,30,0,0,0,287.272,24.830
5.3,33.7493,8.0992,30.8992,63.1644,849.7800,30,0,0,0,287.614,27.280
5.3,10.4452,23.2735,18.7800,144.6018,844.9283,30,0,0,0,286.963,1.090
5.3,13.7474,43.4203,16.4531,141.8107,847.8683,30,0,0,0,287.638,0.000
5.3,31.0097,2.8261,23.6536,76.4935,866.0600,30,0,0,0,288.258,28.550
5.3,31.7981,37.1500,23.3666,75.3992,864.2600,30,0,0,0,291.620,43.540
5.3,33.3049,35.4981,14.6636,76.6543,872.7081,30,0,0,0,293.288,38.400
5.3,18.6684,27.2911,12.9282,110.7260,484.7147,16,0,0,0,212.135,36.930
5.3,7.7962,20.4242,14.0327,133.4624,470.9672,16,0,0,0,200.639,14.950
5.3,12.3272,27.4771,12.7834,107.3329,471.0422,16,0,0,0,203.518,0.000
5.3,13.9067,17.0853,8.4925,115.2930,482.2558,16,0,0,0,207.429,23.010
5.3,18.1956,5.8625,6.5828,78.4167,477.5175,16,0,0,0,199.942,12.690
5.3,9.3300,17.8027,13.8781,108.0724,476.1638,16,0,0,0,204.004,7.590
5.3,45.6992,81.2400,11.6169,138.5955,1436.4070,51,0,0,0,406.253,50.900
5.3,25.0020,81.5263,50.3453,101.1057,1403.1765,51,0,0,0,383.726,15.800
5.3,23.5853,65.9023,89.5746,135.8253,1438.1871,51,0,0,0,411.800,55.840
5.3,38.0439,31.1049,8.1284,77.8539,1377.9846,51,0,0,0,378.225,4.940
5.3,13.8538,72.7476,43.0256,95.0620,1411.7200,51,0,0,0,383.807,40.780
5.3,13.4483,7.0672,38.3046,28.2570,1406.4800,51,0,0,0,373.213,18.680
5.3,26.6763,106.4205,43.9953,92.9977,1497.2346,51,0,0,0,479.039,109.740
5.3,16.1092,22.6854,28.3058,83.5312,1522.0300,51,0,0,0,436.289,178.080
5.3,164.3076,10.5643,125.7043,84.7859,1448.0554,51,0,0,0,427.678,88.640
